person_id,name,birth_year
nm0808055,Dylan Smith,0
nm0808057,Dylan Smith,1992
nm0808087,Edgar Smith,0
nm0808216,Francesca Marie Smith,1985
nm0808236,Fred Smith,0
nm0808317,Gerald Oliver Smith,1892
nm0808330,Ginny Smith,0
nm0808387,Gunboat Smith,1887
nm0808473,Howard Smith,1893
nm0808509,Inez Smith,1897
nm0808576,James Smith,0
nm0808901,Kathryn Smith-McGlynn,0
nm0808949,Kent Smith,1907
nm0809031,Lane Smith,1936
nm0809050,Laurie Smith,1957
nm0809062,Lee Smith,0
nm0809162,Luella Smith,0
nm0809197,Mamie Smith,1883
nm0809344,Michael Bailey Smith,1957
nm0809402,Miriama Smith,1976
nm0809489,Osborne Smith,0
nm0809515,Patrick Smith,0
nm0809599,Phil Smith,0
nm0809625,Queenie Smith,1898
nm0809720,Riley Smith,1978
nm0809818,Rosemary Smith,0
nm0809923,Sharon Smith,0
nm0809935,Shawn Smith,0
nm0809938,Shawnee Smith,1969
nm0810058,Sukie Smith,1964
nm0810082,Sydney Smith,1909
nm0810342,William Smith,1933
nm0810363,Willie E. Smith,0
nm0810426,Silk Smitha,1960
nm0810508,Marc Smitte,0
nm0810534,Zdravko Smojver,0
nm0810550,Innokentiy Smoktunovskiy,1925
nm0810558,Ami Smolartchik,1970
nm0810638,Artur Smolyaninov,1983
nm0810646,František Smolík,1891
nm0810691,Tom Smothers,1937
nm0810741,Jitka Smutná,1952
nm0810761,Ann Smyrner,1934
nm0810770,Alan Smyth,1972
nm0810795,Patrick Smyth,0
nm0810796,Patty Smyth,1957
nm0810860,Bohumil Šmída,1914
nm0810994,Snehlata,0
nm0811046,Jerry Snell,0
nm0811202,Carrie Snodgress,1945
nm0811241,Brandy Snow,0
nm0811293,Marguerite Snow,1889
nm0811610,William Wing Hong So,1967
nm0811639,António Soares,0
nm0811663,Jofre Soares,1918
nm0811785,Héctor Soberón,1964
nm0811794,Shobana,1966
nm0811904,Jorge Sobral,1931
nm0811913,César Sobrevals,1939
nm0811994,Berta Socuéllamos,1963
nm0812040,Walter Soderling,1872
nm0812125,Abraham Sofaer,1896
nm0812145,Stephan Soffer,0
nm0812150,Mario Soffici,1900
nm0812163,Vinicio Sofia,1907
nm0812188,Cristian Sofron,1958
nm0812217,Thunder Sugiyama,1940
nm0812223,Hervé Sogne,0
nm0812286,Minoru Takase,1890
nm0812307,Peter Sohn,1977
nm0812343,Anton Soini,1888
nm0812401,Mairi Sokali,0
nm0812408,Ružica Sokić,1934
nm0812453,Vladimir Sokoloff,1889
nm0812457,Aleksandr Sokolov,1906
nm0812459,Boris Sokolov,1944
nm0812485,Alla Sokolova,1944
nm0812492,Lyubov Sokolova,1921
nm0812505,Zijah Sokolovic,1950
nm0812555,Sul Kyung-gu,1968
nm0812557,Lia Soul,0
nm0812559,Nathalie de Sol,0
nm0812640,Valerie Solanas,1936
nm0812694,Silvia Solar,1940
nm0812703,Carlota Solares,1907
nm0812710,Yolanda Solares,0
nm0812759,Mehrdad Solaymani,0
nm0812765,Olga Solbelli,1898
nm0812811,Louis Soldan,1920
nm0812827,Mario Soldati,1906
nm0812895,Hossein Soleimani,0
nm0812909,Joaquín Soler Serrano,1919
nm0812919,Andrés Soler,1898
nm0812929,Domingo Soler,1900
nm0812937,Fernando Soler,1895
nm0812958,Julián Soler,1907
nm0812963,Lluís Soler,1954
nm0812969,María Antonia Soler,0
nm0812970,Mercedes Soler,1914
nm0812996,Xavier Soler,0
nm0813026,Mine Soley,1946
nm0813035,Emilio Solfrizzi,1962
nm0813066,Cristian Solimeno,1975
nm0813079,Giovanni Solinas,0
nm0813098,Charito Solis,1935
nm0813101,Felix Solis,1971
nm0813198,P.C. Soman,0
nm0813219,Bruno Solo,1964
nm0813247,Madeleine Sologne,1912
nm0813507,Anatoliy Solovyov,1922
nm0813513,Valeri Solovtsov,1904
nm0813524,Dmitriy Solovev,1974
nm0813538,Viktor Solovyov,1950
nm0813572,Adrienne Solser,1873
nm0813589,Huda Sultan,1925
nm0813602,Friedo Solter,1932
nm0813644,Ola Solum,1943
nm0813687,Cándida Solá,0
nm0813703,José Solé,1928
nm0813762,M.G. Soman,0
nm0813804,Önder Somer,1937
nm0813845,Frans Somers,0
nm0813902,Phyllis Somerville,1943
nm0813977,Josef Sommer,1934
nm0813994,Robert Sommer,0
nm0814027,Gunnar Sommerfeldt,1890
nm0814133,Nusi Somogyi,1884
nm0814171,Son Byung-ho,1962
nm0814185,Son Min-seok,0
nm0814196,Orçun Sonat,1941
nm0814197,Selma Sonat,1946
nm0814216,Gale Sondergaard,1899
nm0814234,Harumi Sone,1937
nm0814259,Brenda Song,1988
nm0814351,Magda Sonja,1886
nm0814355,Hans Söhnker,1903
nm0814489,Rosemarie Sonora,0
nm0814530,Jack Soo,1917
nm0814651,Sophia Gently,1981
nm0814653,Sophia,0
nm0814734,Türkan Soray,1945
nm0814773,Alberto Sordi,1920
nm0814799,Jean Sorel,1934
nm0814828,Kai Soremekun,0
nm0814942,Giancarlo Sorgi,0
nm0814980,Orestes Soriani,0
nm0814994,Charo Soriano,1928
nm0815014,Lucita Soriano,1940
nm0815018,Maricel Soriano,1965
nm0815040,Michael Sorich,1958
nm0815054,Alexandra Sorina,1899
nm0815057,Marco Antônio Sorio,0
nm0815083,Edward Sorley,1871
nm0815111,Zinaida Sorochinskaya,1925
nm0815113,Lenia Sorocou,0
nm0815114,Valentina Sorogozhskaya,0
nm0815122,Konstantin Sorokin,1908
nm0815195,Maximo Gianfranco Sorrentino,1975
nm0815244,María Sorté,1951
nm0815257,Michael Sorvino,1977
nm0815324,Vladimir Soshalsky,1929
nm0815356,Nikolai Sosnin,1884
nm0815370,Shannyn Sossamon,0
nm0815376,Pietro Sosso,1869
nm0815418,Paul Soter,1969
nm0815435,E.H. Sothern,1859
nm0815439,Hugh Sothern,1881
nm0815464,Nikolai Sotirov,1956
nm0815468,Aneta Sotirova,1948
nm0815474,Bert Sotlar,1921
nm0815479,Elena Sotnikova,1961
nm0815489,Armando Soto La Marina,1909
nm0815495,Arturo Soto Rangel,1882
nm0815502,Amparo Soto,0
nm0815524,Fernando Soto,1911
nm0815561,Luchy Soto,1919
nm0815568,Mario Soto,0
nm0815686,Gerardo Soublette,0
nm0815688,Walter Soubrie,1925
nm0815718,Kath Soucie,0
nm0815772,Lionel Soukaz,1953
nm0815897,Soundarya,1972
nm0815909,Raymond Souplex,1901
nm0815943,Jane Sourza,1902
nm0816030,Renée Soutendijk,1957
nm0816120,Elaine Southern,0
nm0816149,Lucille Southerwaite,1895
nm0816212,Graham Soutten,1891
nm0816296,Fabijan Šovagović,1932
nm0816297,Filip Sovagovic,1966
nm0816298,Anja Šovagović-Despot,1963
nm0816303,Tamara Sovchi,1941
nm0816332,Jiří Sovák,1920
nm0816416,Murat Soydan,1940
nm0816430,Hale Soygazi,1950
nm0816456,Agnès Spaak,1944
nm0816477,Mark Spacek,1974
nm0816482,John Graham Spacey,1897
nm0816508,Meadow Williams,1966
nm0816528,Peppino Spadaro,1898
nm0816530,Umberto Spadaro,1904
nm0816552,Pasquale Spadola,0
nm0816669,Douglas Spain,0
nm0816670,Fay Spain,1932
nm0816737,Erminio Spalla,1897
nm0816835,Muggsy Spanier,1906
nm0816842,Maarten Spanjer,1952
nm0816868,Søren Spanning,1951
nm0816900,Bärbel Spanuth,1941
nm0817099,Anne Sparrow,0
nm0817112,Walter Sparrow,1927
nm0817144,Yavor Spasov,0
nm0817201,Alan Spaulding,0
nm0817218,Nellie Parker Spaulding,1870
nm0817233,Carlos Spaventa,0
nm0817240,Gioia Spaziani,1975
nm0817353,Eddie Spears,1982
nm0817550,Hermann Speelmans,1906
nm0817581,Jan W. Speerger,1895
nm0817608,Jutta Speidel,1954
nm0817620,Richard Speight Jr.,1970
nm0817734,Beatriz Spelzini,1952
nm0817748,Bruce Spence,1945
nm0817818,Sean Spence,0
nm0817844,Abigail Spencer,0
nm0817874,Bobbi Spencer,0
nm0817930,Douglas Spencer,1910
nm0817956,George Soule Spencer,1874
nm0818008,Kátia Spencer,1959
nm0818025,Marian Spencer,1904
nm0818031,Marvel Spencer,1898
nm0818049,Norm Spencer,1958
nm0818055,Octavia Spencer,1970
nm0818204,Volker Spengler,1939
nm0818242,Tony Sperandeo,1953
nm0818279,George Sperdakos,1931
nm0818285,John Speredakos,1962
nm0818348,Catalina Speroni,1938
nm0818356,Martin Sperr,1944
nm0818362,Corwin Sperry,0
nm0818406,Natz Spetsman,0
nm0818421,Eva Speyer,1882
nm0818454,Spice Williams-Crosby,1952
nm0818617,Laurent Spielvogel,1955
nm0818648,Steve Speirs,1965
nm0818747,Renee Spiljar,1913
nm0818840,Larry Spinak,0
nm0818855,Carola Spindler,0
nm0818880,Stephen Spinella,1956
nm0818885,Chris Spinelli,0
nm0819017,Camilla Spira,1906
nm0819022,Fritz Spira,1881
nm0819023,Lotte Spira,1883
nm0819045,Tony Spiridakis,1958
nm0819068,Blagoja Spirkovski-Dzumerko,1946
nm0819099,Kevin Spirtas,1962
nm0819114,Enzo Spitaleri,1928
nm0819215,Timofey Spivak,1947
nm0819259,Maria Stella Splendore,1948
nm0819324,Simone Spoladore,1979
nm0819336,Guglielmo Spoletini,1929
nm0819418,Carolien Spoor,1987
nm0819440,Gregory Sporleder,1964
nm0819455,Franco Sportelli,1908
nm0819457,Luca Sportelli,1927
nm0819465,Tina Sportolaro,0
nm0819467,Aleksandr Sporykhin,1958
nm0819477,Carlo Sposito,1924
nm0819491,Jens Jørn Spottag,1957
nm0819680,Helena Spring,0
nm0819694,Maureen Spring,0
nm0819782,Rick Springfield,1949
nm0819788,Hilda Springher,1909
nm0819803,Bruce Springsteen,1949
nm0819810,Annie Sprinkle,1954
nm0819825,Ove Sprogøe,1919
nm0819850,Cole Sprouse,1992
nm0819874,Sam Spruell,0
nm0820105,Ronald Squire,1886
nm0820182,Milan Srdoč,1920
nm0820188,Aleksandar Sreckovic,1973
nm0820202,Sreelatha,0
nm0820203,Sreenath,1956
nm0820208,Sreenivasan,1950
nm0820235,Sridhar,1939
nm0820240,Srihari,1964
nm0820241,Srikanth,1979
nm0820245,Sri Lakshmi,0
nm0820265,Sripradha,1967
nm0820266,Sripriya,0
nm0820270,Sriranjani,1927
nm0820282,Aditya Srivastav,1968
nm0820283,Anjan Srivastav,1948
nm0820286,Srividya,1953
nm0820308,Zdeněk Srstka,1935
nm0820314,Shruti,0
nm0820341,André St-Denis,0
nm0820493,Sheri St. Claire,1957
nm0820565,Jon St. Ives,0
nm0820566,Raymond St. Jacques,1930
nm0820584,Jesie St. James,1954
nm0820607,Al St. John,1893
nm0820615,Betta St. John,1929
nm0820670,Nazzareno Zamperla,1937
nm0820759,Tina St. Marie,0
nm0820783,Mathew St. Patrick,1968
nm0820821,John St. Polis,1873
nm0820847,Rebecca Staab,0
nm0820852,Jim Staahl,0
nm0820865,Viktor Staal,1909
nm0820903,Nick Stabile,0
nm0820924,Rose Stabler,0
nm0820938,Ivano Staccioli,1927
nm0821054,William Stack,1882
nm0821110,Kurt Stadel,1940
nm0821139,Lewis J. Stadlen,1947
nm0821277,Frederick Stafford,1928
nm0821282,Grace Stafford,1903
nm0821328,Nancy Stafford,0
nm0821421,Vittorio Stagni,1938
nm0821504,Ernst Stahl-Nachbaur,1886
nm0821626,Galina Stakhanova,1940
nm0821650,James Staley,1948
nm0821671,Ruta Staliliunaite,1938
nm0821673,Dorota Stalinska,1953
nm0821725,Italian Stallion,0
nm0821878,Irene Stamou,0
nm0821881,Odysseas Stamoulis,0
nm0821895,Enid Stamp-Taylor,1904
nm0821961,Ethel Stanard,0
nm0822022,Alan Standel,0
nm0822034,Lionel Stander,1908
nm0822057,Gordon Standing,1887
nm0822058,Guy Standing,1873
nm0822059,Herbert Standing,1846
nm0822061,Joan Standing,1903
nm0822062,John Standing,1934
nm0822066,Michael Standing,1939
nm0822074,Wyndham Standing,1880
nm0822155,Aaron Stanford,0
nm0822157,Alan Stanford,1949
nm0822245,I. Stangl,0
nm0822268,Jacques Stany,1930
nm0822275,Mila Stanic,1941
nm0822278,Tihomir Stanic,1960
nm0822304,BernNadette Stanis,1953
nm0822354,Richard Stanke,1967
nm0822407,Hanna Stankówna,1938
nm0822467,Earle Stanley,0
nm0822468,Edwin Stanley,1880
nm0822476,Florence Stanley,1924
nm0822477,Forrest Stanley,1885
nm0822492,Helene Stanley,1929
nm0822548,Louise Stanley,1915
nm0822559,Mike Stanley,0
nm0822574,Phyllis Stanley,1914
nm0822592,Ruth Stanley,0
nm0822626,Don Stannard,1915
nm0822640,Eric Stanhope,0
nm0822647,Bogdan Stanoevici,1958
nm0822719,Barry Stanton,1940
nm0822764,Johanna Stanton,0
nm0822765,John Stanton,1944
nm0822785,Myra Stanton,0
nm0822792,Paul Stanton,1884
nm0822812,Stephen Stanton,0
nm0822842,Peter Swanwick,1922
nm0822852,Stefaniya Stanyuta,1905
nm0822855,Eric Stanze,1971
nm0822868,Huub Stapel,1954
nm0822916,Lesley Staples,1956
nm0822958,Jean Stapleton,1923
nm0823001,Andrei Stapran,1947
nm0823003,Georges Staquet,1932
nm0823008,Athena Star,1954
nm0823064,Ken Starbuck,0
nm0823072,Viktor Starcic,1901
nm0823085,Dimos Starenios,1909
nm0823155,Don Stark,1954
nm0823174,Graham Stark,1922
nm0823206,Jonathan Stark,1952
nm0823299,Pauline Starke,1901
nm0823337,Philipp Alexander Starkl,1973
nm0823408,Pippo Starnazza,1904
nm0823461,Barbara Starr,1904
nm0823475,Buck Starr,0
nm0823504,Fred Starr,1878
nm0823528,Jeanne Starr,1913
nm0823563,Mike Starr,1950
nm0823604,Silver Starr,0
nm0823620,Wanda Starr,0
nm0823630,Jack Starrett,1936
nm0823633,Charles Starrett,1903
nm0823681,Sheila Stasack,1952
nm0823789,Jimmy Stathis,1946
nm0823795,Lisa Stathoplos,0
nm0823811,Marjorie Statler,0
nm0823906,Wolfgang Staudte,1906
nm0823943,Jacqueline Staup,1932
nm0824020,Jenny Stavropoulou,0
nm0824102,Alison Steadman,1946
nm0824220,Peter Stebbings,1971
nm0824284,Leonard Steckel,1901
nm0824314,Justyna Steczkowska,1972
nm0824330,Lincoln Stedman,1901
nm0824332,Myrtle Stedman,1885
nm0824343,Adrian Steed,0
nm0824373,Johanna ter Steege,1961
nm0824391,Ben Steel,1975
nm0824486,Antwoine Steele,0
nm0824489,Barbara Steele,1937
nm0824496,Bob Steele,1907
nm0824537,Eve Steele,1971
nm0824606,Karen Steele,1931
nm0824685,Tom Steele,1909
nm0824700,William Steele,1888
nm0824787,Peter Steen,1936
nm0824801,Søren Steen,1942
nm0824885,Larry Steers,1888
nm0824930,Lea Stefanel,0
nm0824934,Benito Stefanelli,1928
nm0824940,Simonetta Stefanelli,1954
nm0824979,Dusan Stefanovic,0
nm0825024,Ivan Stefanov,0
nm0825032,Maria Stefanova,1937
nm0825077,Vilhjálmur Stefánsson,1879
nm0825148,Jennifer Steffens,1971
nm0825149,Jennifer Steffens,0
nm0825196,Irene Stefânia,1944
nm0825234,Karl Stegger,1913
nm0825279,Jean-Marc Stehlé,1941
nm0825311,Uli Steigberg,1923
nm0825398,Axel Stein,1982
nm0825452,Ellen Margrethe Stein,1893
nm0825549,Lotte Stein,1894
nm0825555,Malgorzata Zajaczkowska,1956
nm0825709,Walter Steinbeck,1878
nm0825764,Jack Steinberg,1962
nm0825952,John Steiner,1941
nm0826124,Hans Steinke,1893
nm0826158,Robert Steinman Elden,0
nm0826174,Milena Steinmasslová,1955
nm0826205,Michael Steinocher,1983
nm0826210,Albert Steinrück,1872
nm0826227,Elsa Steinvall,1909
nm0826260,Václav Štekl,1929
nm0826347,Frans Stelling,0
nm0826386,Krzysztof Stelmaszyk,1959
nm0826406,Hannes Stelzer,1910
nm0826430,Elisabeth Stemberger,1928
nm0826479,Anna Sten,1908
nm0826503,Gaby Stenberg,1923
nm0826557,Nanna Stenersen,1914
nm0826572,Leni Stengel,1901
nm0826600,Antonella Steni,1926
nm0826611,Danuta Stenka,1961
nm0826613,Claudia Stenke,0
nm0826628,Ingrid Stenn,1932
nm0826743,Sergey Stepanchenko,1959
nm0826745,Brian Stepanek,1971
nm0826749,Karel Stepanek,1899
nm0826755,Viktor Stepanenko,1940
nm0826775,Pavel Stepanov,1963
nm0826784,Yuriy Stepanov,1967
nm0826829,Alexander Stephan,1945
nm0826862,Ruth Stephan,1926
nm0826927,Karen Stephen,0
nm0827031,Harvey Stephens,1901
nm0827032,Harvey Stephens,1970
nm0827128,Rachel Stephens,1930
nm0827137,Robert Stephens,1931
nm0827170,Toby Stephens,1969
nm0827196,Guðrún Þ. Stephensen,1931
nm0827218,Charles Stevenson,0
nm0827221,Claude Stephenson,0
nm0827245,Florence Stephenson,1929
nm0827261,Henry Stephenson,1871
nm0827267,John Stephenson,1923
nm0827354,Jiřina Štěpničková,1912
nm0827361,Jarema Stepowski,1925
nm0827375,Ilse Steppat,1917
nm0827385,John Steppling,1870
nm0827410,Jana Štěpánková,1934
nm0827469,Hermine Sterler,1894
nm0827509,Ford Sterling,1883
nm0827511,Gail Sterling,1959
nm0827536,Joseph Sterling,0
nm0827561,Maury Sterling,1971
nm0827565,Mindy Sterling,1953
nm0827735,Jenna Stern,1967
nm0827742,Jochen Stern,1928
nm0827764,Kimberly Stern,0
nm0827833,Robert A.M. Stern,1939
nm0827886,Katta Sterna,1897
nm0827905,Hans Sternberg,1878
nm0827956,Irina Stemer,0
nm0828036,Gertrude Sterroll,1870
nm0828129,Noemi Steuer,1957
nm0828142,Blake Steury,1964
nm0828288,Brinke Stevens,1954
nm0828314,Charles Stevens,1893
nm0828315,Charlotte Stevens,1902
nm0828368,Dorinda Stevens,1932
nm0828382,Eileen Stevens,1916
nm0828421,George Stevens,1859
nm0828494,Joe Stevens,0
nm0828523,K.T. Stevens,1919
nm0828572,Lonny Stevens,1946
nm0828594,Mark Stevens,1916
nm0828650,Morgan Stevens,1951
nm0828668,Onslow Stevens,1902
nm0828683,Peter Stevens,0
nm0828745,Ronnie Stevens,1925
nm0828778,Shawn Stevens,1958
nm0828838,Warren Stevens,1919
nm0828864,Houseley Stevenson Jr.,1914
nm0828906,Cynthia Stevenson,1962
nm0828947,Hayden Stevenson,1877
nm0828961,Jessica Hynes,1972
nm0829092,Aksel Stevnsborg,1896
nm0829121,Malcolm Stewart,1948
nm0829135,Deon Stewardson,1951
nm0829136,Joe Stewardson,1927
nm0829186,Athole Stewart,1879
nm0829252,Catherine Mary Stewart,1959
nm0829359,Elaine Stewart,1930
nm0829380,Ewan Stewart,1957
nm0829410,Gregg Stewart,1935
nm0829444,Iva Stewart,1914
nm0829519,John Stewart,0
nm0829558,Kay Stewart,1919
nm0829562,Kelly Stewart,0
nm0829654,Maurice Steuart,1908
nm0829699,Nils Allen Stewart,0
nm0829725,Peggy Stewart,1923
nm0829795,Roy Stewart,1883
nm0829839,Stacy Stewart,0
nm0829886,Victor A. Stewart,1869
nm0829935,Jennifer Steyn,0
nm0829952,Ingrid Sthare,1971
nm0830037,Emile Stiebel,1876
nm0830046,Hans Stiebner,1898
nm0830135,Magnus Stifter,1878
nm0830153,Hugo Stiglitz,1940
nm0830163,Miguel Stigter,1955
nm0830293,Jack Wrangler,1946
nm0830373,Brett Stimely,1955
nm0830435,Maria Stinger,1931
nm0830556,Rachael Stirling,1977
nm0830580,Oleg Strizhenov,1929
nm0830651,Zuzana Stivínová,1940
nm0830652,Zuzana Stivínová,1973
nm0830655,Boro Stjepanovic,1946
nm0830709,Emmanuelle Stochl,0
nm0830751,Valeska Stock,1887
nm0830769,Carl Stockdale,1874
nm0830774,Frank Stockdale,1870
nm0830802,Laurent Stocker,1973
nm0830819,Werner Stocker,1955
nm0830823,Betty Stockfeld,1905
nm0830882,Boyd Stockman,1916
nm0831051,Otto Stoeckel,1873
nm0831086,Stoyan Stoev,1941
nm0831104,Royston Stoffels,0
nm0831124,John Parker,0
nm0831145,Veliko Stoianov,1943
nm0831190,Yuriy Stoyanov,1957
nm0831239,Jason Stojanovski,0
nm0831254,Andre Stojka,1935
nm0831262,Danilo Stojković,1934
nm0831288,Austin Stoker,1930
nm0831291,Cliff Stoker,0
nm0831295,H.G. Stoker,1885
nm0831467,Mink Stole,1947
nm0831510,Gisa Stoll,1942
nm0831512,Günther Stoll,1924
nm0831530,Suzanne Stoll,0
nm0831601,Christian Stolte,1962
nm0831641,Sergey Stolyarov,1911
nm0831660,Lena Stolze,1956
nm0831673,Josiane Stoléru,1949
nm0831791,Christopher Stone,1940
nm0831808,Mary Stuart,1949
nm0831814,Danton Stone,0
nm0831872,Fred Stone,1873
nm0831889,George E. Stone,1903
nm0831891,Georgie Stone,1909
nm0831905,Harold J. Stone,1913
nm0832011,Lewis Stone,1879
nm0832031,Marianne Stone,1922
nm0832065,Milburn Stone,1904
nm0832104,Philip Stone,1924
nm0832239,Pamela Stonebrook,0
nm0832267,Ruth Stonehouse,1892
nm0832375,Paolo Stoppa,1906
nm0832458,Edith Storey,1892
nm0832475,June Storey,1918
nm0832509,Dennis Storhøi,1960
nm0832511,Enzo Storico,0
nm0832531,Adam Storke,1962
nm0832557,Elizabeth Storm,1958
nm0832558,Emy Storm,1925
nm0832587,Joanna Storm,1958
nm0832608,Paul Storm,1900
nm0832621,Susanne Storm,1970
nm0832622,T.J. Storm,1972
nm0832671,Arūnas Storpirštis,1950
nm0832672,Gediminas Storpirstis,1961
nm0832703,Bebo Storti,1956
nm0832792,Ken Stott,1954
nm0832953,Jane Stowe,0
nm0832987,Juliy Stoyanov,1930
nm0833030,Antony Strachan,0
nm0833105,Stefanos Stratigos,1923
nm0833138,Erwin Strahl,1929
nm0833213,Daniil Strakhov,1976
nm0833272,Paul Strand,0
nm0833324,Erik Strandmark,1919
nm0833338,Deborah Strang,1950
nm0833340,Harry Strang,1892
nm0833363,Glenn Strange,1899
nm0833379,Philip Strange,1884
nm0833583,Aleka Stratigou,1926
nm0833584,Rena Stratigou,1929
nm0833708,Jean-Marie Straub,1933
nm0833865,Robert Strauss,1913
nm0833909,Peter Strauß,1958
nm0833986,Hermine Straßmann-Witt,1870
nm0834074,George Street,1900
nm0834078,Jay Street,0
nm0834159,Rita Streich,1920
nm0834211,R.A. Strejka,1908
nm0834259,Juris Strenga,1937
nm0834282,Gary Stretch,1965
nm0834301,Schaggi Streuli,1899
nm0834375,Helen Strickland,1863
nm0834452,Catrin Striebeck,1966
nm0834479,Devid Striesow,1973
nm0834493,Henk Strijbos,0
nm0834640,Oliver Stritzel,1957
nm0834650,Aleksandr Strizhenov,1969
nm0834686,Ted Stroback,1902
nm0834847,Krzysztof Stroinski,1950
nm0834860,Georgiy Strokov,0
nm0834947,Brenda Strong,0
nm0834970,Eugene Strong,1893
nm0834995,John Strong,1924
nm0835012,Leonard Strong,1908
nm0835016,Mark Strong,1963
nm0835045,Rider Strong,1979
nm0835072,Nipo T. Strongheart,1891
nm0835144,Don Stroud,1943
nm0835235,Kay Strozzi,1899
nm0835236,Tito Strozzi,1892
nm0835274,Thomas Struck,1943
nm0835292,Semyon Strugachyov,1957
nm0835329,Joe Strummer,1952
nm0835336,Ladislav H. Struna,1899
nm0835415,Hans Strydom,1947
nm0835426,Bradley Stryker,1977
nm0835427,Brittany Stryker,1960
nm0835431,Eric Stryker,1954
nm0835470,Vladislav Strzhelchik,1921
nm0835473,Jirí Stránský,1931
nm0835482,Hans Strååt,1917
nm0835486,Sebastian Ströbel,1977
nm0835497,Carl Ström,1888
nm0835521,Sture Ström,1927
nm0835586,Axel Strøbye,1928
nm0835628,Aaron Stuart,0
nm0835631,Afonso Stuart,1895
nm0835651,Barbara Stuart,1930
nm0835681,Donald Stuart,1897
nm0835701,Gina Stuart,0
nm0835738,John Stuart,1898
nm0835746,Johnny Stuart,0
nm0835758,Katie Stuart,0
nm0835770,Leslie Stuart,1888
nm0835819,Nick Stuart,1904
nm0835913,Harry Stubbs,1874
nm0836071,Wes Studi,1947
nm0836136,Jerzy Stuhr,1947
nm0836343,Jim Sturgess,1978
nm0836365,Gary Anthony Sturgis,0
nm0836432,Tom Sturridge,1985
nm0836497,Mary Stutz,0
nm0836524,Magdalena Stuzynska,1974
nm0836550,Amber Styles,0
nm0836556,Edwin Styles,1899
nm0836559,Herkie Styles,1921
nm0836584,Despoina Stylianopoulou,1932
nm0836647,Charlotte Ståhlberg,1979
nm0836681,Jean-François Stévenin,1944
nm0836682,Robinson Stévenin,1981
nm0836687,Joe Stöckel,1894
nm0836724,Ludwig Stössel,1883
nm0836742,Anette Støvelbæk,1967
nm0836765,Hans Stüwe,1901
nm0836779,Jen-Ping Su,0
nm0836792,Su Wei,1927
nm0836864,Sylvia B. Suarez,0
nm0836932,Gilbert Suberroque,0
nm0836977,Michel Subor,1935
nm0836979,Kemi Ichiboshi,1947
nm0836991,Natarajan Subramaniam,0
nm0837007,A.V.S. Subramanyam,1957
nm0837015,Carlos Subterfuge,0
nm0837086,Rüdiger Suchsland,1968
nm0837096,Michal Suchánek,1965
nm0837131,Pakize Suda,1952
nm0837149,S. Sudarmaji,1923
nm0837177,Jason Sudeikis,1975
nm0837191,Sudhakar,0
nm0837199,Sudhir,0
nm0837254,Ming-Ming Su,1960
nm0837279,Kuo-Ming Sun,0
nm0837328,Madeleine Suffel,1899
nm0837350,Fujio Suga,1927
nm0837360,Ichirō Sugai,1907
nm0837361,Kin Sugai,1926
nm0837417,Michiko Sugata,0
nm0837420,Bunta Sugawara,1933
nm0837421,Daikichi Sugawara,1960
nm0837430,Kenji Sugawara,1926
nm0837447,Sugeng,0
nm0837452,Shun Sugata,1955
nm0837475,Kyôji Sugi,1903
nm0837476,Yôko Sugi,1928
nm0837491,Ema Sugimoto,1950
nm0837501,Tetta Sugimoto,1965
nm0837503,Haruko Sugimura,1909
nm0837519,Kaoru Sugita,1964
nm0837533,Mineo Sugiura,0
nm0837540,Kazuko Sugiyama,1947
nm0837548,Shôsaku Sugiyama,1906
nm0837647,Gay Suilin,0
nm0837661,Steve Suissa,1970
nm0837674,Sujatha,1952
nm0837700,Sukanya,1972
nm0837701,Chintara Sukapatana,1965
nm0837712,Sukezô Sukedakaya,0
nm0837718,Maksim Sukhanov,1963
nm0837719,Pavel Sukhanov,1911
nm0837744,Viktor Sukhorukov,1951
nm0837783,Tatyana Sukova,1899
nm0837784,Barbara Sukowa,1950
nm0837792,Sukumaran,1948
nm0837797,Sukumari,1940
nm0837801,Madame Sul-Te-Wan,1873
nm0837806,Azhar Sulaiman,1971
nm0837959,Barry Sullivan,1912
nm0837992,Camille Sullivan,0
nm0838019,Danny Sullivan,1874
nm0838052,Edward P. Sullivan,1854
nm0838056,Elizabeth H. Sullivan,0
nm0838060,Erin Sullivan,0
nm0838066,Francis L. Sullivan,1903
nm0838074,Frederick Sullivan,1872
nm0838094,Helene Sullivan,1880
nm0838330,Sean Sullivan,1921
nm0838340,Sean Sullivan,0
nm0838412,Frank Sully,1908
nm0838422,Sandra Sully,0
nm0838462,Nayyar Sultana,0
nm0838496,William Sulzer,1863
nm0838503,Lydia Shum,1945
nm0838509,Marina Suma,1959
nm0838517,Sumalatha,1963
nm0838520,Suman,1959
nm0838522,Shekhar Suman,1960
nm0838532,Amado Zumaya,1925
nm0838606,Karen Summer,1962
nm0838732,John Summers,0
nm0838735,Jonathan Summers,1946
nm0838757,Manuel Summers,1935
nm0838773,Renee Summers,1964
nm0838796,Sheila Summers,0
nm0838843,Slim Summerville,1892
nm0838872,Frederic Sumner,1874
nm0838920,Natalya Sumska,1956
nm0838921,Olha Sumska,1966
nm0838935,Chien Sun,1955
nm0838942,Haiying Sun,0
nm0838944,Honglei Sun,1970
nm0838971,Mine Sun,1944
nm0839003,Yueh Sun,1930
