from_id,to_id,ordering,category
nm1006875,tt0167946,4,actress
nm0081547,tt0103265,3,actor
nm9292998,tt7408552,3,actress
nm4415248,tt1890472,4,actor
nm0469103,tt0096464,4,actor
nm0008543,tt0458485,1,actor
nm0086319,tt0052256,7,actor
nm4732658,tt1980091,1,actor
nm0210469,tt0020553,7,actress
nm12745192,tt0260594,7,actor
nm10641648,tt10199586,10,actor
nm0890887,tt0032502,6,actress
nm1436065,tt7906292,3,actress
nm0331206,tt0063175,10,actor
nm0683168,tt0138768,1,actor
nm4525262,tt5053098,5,actress
nm0001255,tt0264689,3,actor
nm0613417,tt0262458,7,actor
nm0865950,tt0446312,2,actor
nm2742573,tt4829728,1,actor
nm0747114,tt22477012,2,actress
nm1905731,tt3413582,2,actress
nm1508142,tt0457753,5,actor
nm3221054,tt0239524,2,actor
nm2529603,tt32254612,8,actress
nm0025625,tt2613212,3,actress
nm0492746,tt0082404,6,actress
nm7521481,tt4922514,4,actor
nm18737260,tt27669896,5,actor
nm13854968,tt15710032,4,actress
nm4438022,tt4014472,8,actor
nm0124390,tt0421573,1,actor
nm8773931,tt5912310,4,actor
nm3639449,tt1526291,5,actor
nm0849586,tt0024862,8,actor
nm2454543,tt0903901,2,actress
nm13181596,tt17042722,5,actor
nm0915299,tt1104806,5,actor
nm12372066,tt10075380,20,actor
nm12713033,tt0393769,3,actress
nm0826613,tt0183696,9,actress
nm1978626,tt0271343,5,actress
nm0418790,tt0084158,10,actress
nm4430120,tt0188209,9,actress
nm7087242,tt2966752,4,actress
nm1291553,tt0095813,4,actor
nm2956557,tt3446900,3,actor
nm0726030,tt4540074,6,actor
nm7581802,tt21438146,8,actor
nm0296809,tt1808360,8,actor
nm1432578,tt10305994,9,actor
nm0756820,tt9742588,4,actress
nm0712735,tt0019131,1,actress
nm0921303,tt0060955,5,actress
nm0756866,tt0428630,7,actor
nm9958997,tt8661308,2,actor
nm5664580,tt28285327,1,actor
nm0912833,tt0019217,8,actor
nm0718829,tt0101025,7,actor
nm11623580,tt12422332,2,actor
nm0324400,tt2327453,7,actress
nm6147639,tt0318016,8,actress
nm0903964,tt0280430,1,actor
nm1209936,tt0011970,9,actor
nm1326402,tt1507347,3,actress
nm0053224,tt0057414,10,actress
nm0927251,tt23343786,2,actor
nm8396318,tt5749812,2,actor
nm1221483,tt2614722,7,actor
nm1332966,tt2400570,1,actress
nm4455021,tt21853406,7,actor
nm0907888,tt0308194,6,actor
nm2543503,tt0867606,5,actress
nm0151539,tt0215983,8,actor
nm1002390,tt1193602,2,actress
nm1320762,tt0357321,10,actor
nm0053942,tt0065124,1,actor
nm1671417,tt0420339,7,actress
nm8685730,tt4131594,9,actor
nm0636363,tt37947670,4,actress
nm7179569,tt35669044,9,actor
nm0151700,tt0477833,2,actress
nm12544376,tt21636722,2,actress
nm5603901,tt11241306,3,actor
nm0419965,tt0258248,3,actor
nm0534882,tt0200938,10,actress
nm0336724,tt0035067,10,actor
nm15596594,tt30430664,2,actress
nm0489045,tt0177769,8,actress
nm0082972,tt2100684,3,actor
nm0423222,tt2241474,2,actress
nm0547155,tt0267971,8,actor
nm11802307,tt10676152,1,actress
nm9574126,tt7909340,6,actor
nm1294354,tt0345300,1,actor
nm1273431,tt7881360,4,actress
nm4108791,tt11918288,8,actor
nm3434606,tt1529326,7,actor
nm0008311,tt0312316,2,actor
nm1601208,tt10545696,8,actor
nm0374022,tt0050847,8,actress
nm1036104,tt8501318,13,actor
nm15225103,tt28959618,8,actor
nm0169677,tt1836076,4,actress
nm0847114,tt0076461,4,actor
nm0399062,tt1896767,4,actress
nm1089942,tt0411872,6,actor
nm0861969,tt2210834,5,actress
nm1024666,tt0015258,3,actor
nm0757327,tt14331144,4,actor
nm0000724,tt0079520,2,actress
nm0129550,tt0281168,8,actor
nm0433853,tt0314349,8,actor
nm16654258,tt33996088,6,actor
nm0000020,tt0052235,1,actor
nm1514100,tt3442302,8,actress
nm6780194,tt4047130,5,actor
nm2975508,tt5332522,8,actress
nm0096737,tt0041375,1,actress
nm0583579,tt3824648,2,actor
nm0411757,tt3955944,5,actor
nm0884268,tt0136851,4,actor
nm4025836,tt8990290,3,actress
nm0879945,tt0376030,3,actor
nm5052940,tt2776916,2,actor
nm9025636,tt6646998,4,actor
nm0352256,tt0158122,12,actor
nm2043521,tt6780894,8,actor
nm0665651,tt0208432,10,actor
nm8174278,tt6226944,3,actor
nm5795935,tt25308170,4,actor
nm0065320,tt0113627,10,actor
nm3573701,tt37510010,4,actress
nm2884462,tt2175685,4,actress
nm14739725,tt27470582,4,actor
nm4290547,tt2359896,7,actor
nm0483105,tt8236588,9,actor
nm3452029,tt1433173,9,actor
nm3649969,tt1734174,1,actor
nm12638317,tt34545743,9,actor
nm0647485,tt0119393,7,actor
nm0522926,tt0040395,4,actor
nm0310586,tt38895441,6,actor
nm2102315,tt3211074,2,actress
nm9705929,tt34956443,4,actor
nm6932497,tt21913178,2,actor
nm0689114,tt0045740,8,actor
nm0007387,tt0138792,10,actor
nm1690803,tt32886629,3,actress
nm0594324,tt3759496,8,actress
nm0852028,tt0304019,1,actor
nm4173370,tt1772927,2,actor
nm0910432,tt0122456,5,actress
nm8614208,tt6286666,3,actress
nm4171307,tt1986894,4,actor
nm14191260,tt23132526,5,actor
nm5993616,tt11005970,2,actress
nm0006702,tt0071133,2,actress
nm0673348,tt0059456,9,actor
nm0641532,tt0015460,5,actor
nm7692020,tt0237590,6,actress
nm15864103,tt31451736,9,actress
nm8830529,tt6616286,4,actor
nm9872866,tt11068166,9,actress
nm6739149,tt4000558,6,actress
nm3456462,tt3817158,4,actress
nm7609439,tt11489164,7,actress
nm6807997,tt6950220,2,actor
nm15228702,tt12607070,1,actor
nm10179583,tt3412870,1,actor
nm0428314,tt13496236,9,actress
nm0469372,tt0377651,11,actress
nm0304848,tt0202532,1,actor
nm0411267,tt5717688,10,actor
nm1115890,tt4727128,9,actor
nm1459905,tt4961334,5,actor
nm0223044,tt0213966,1,actor
nm0110168,tt1371150,8,actress
nm2140860,tt27497165,1,actress
nm4457214,tt2861320,8,actor
nm0147338,tt0052597,7,actor
nm0659274,tt38281377,2,actress
nm0894675,tt0466888,3,actress
nm6083549,tt8002834,1,actor
nm1778060,tt8968462,2,actor
nm0038719,tt0200519,2,actress
nm0173993,tt0012593,1,actress
nm0179131,tt0019894,2,actor
nm1394503,tt0461120,2,actor
nm1403936,tt0059019,7,actress
nm2741294,tt36366819,8,actor
nm5906633,tt4499308,2,actress
nm0047720,tt0021935,2,actress
nm0346363,tt0118658,7,actor
nm3760391,tt1579761,4,actor
nm12345456,tt1623697,6,actor
nm0705937,tt0306650,9,actor
nm0845794,tt0160575,8,actor
nm0875097,tt0274475,5,actor
nm6012455,tt6841602,2,actor
nm0465531,tt0050421,4,actor
nm1278482,tt0055644,3,actor
nm0044740,tt0383530,6,actress
nm2046770,tt6140086,2,actress
nm0377126,tt0005408,1,actor
nm1477415,tt0361309,6,actress
nm2796359,tt20241430,4,actress
nm0657541,tt0049365,8,actor
nm0538457,tt0081046,3,actor
nm0672793,tt0076835,2,actress
nm6026529,tt13307400,4,actress
nm6682240,tt3916772,8,actress
nm1415954,tt0791458,3,actress
nm3310650,tt1313155,1,actor
nm15875575,tt31494567,9,actor
nm1397459,tt3257396,4,actor
nm2099799,tt2702946,1,actor
nm0848667,tt0058672,7,actor
nm0277930,tt0047693,9,actor
nm1009062,tt13945220,2,actor
nm0840436,tt8243160,8,actor
nm0245359,tt0314483,5,actor
nm0468003,tt0113247,2,actor
nm1254630,tt0354857,6,actor
nm0090103,tt0243225,1,actor
nm0051857,tt3445026,5,actor
nm0471022,tt2056690,6,actor
nm0341972,tt0189413,3,actress
nm3257132,tt1516009,9,actor
nm1523617,tt31107063,7,actress
nm8527141,tt0202809,6,actor
nm4084491,tt14044186,5,actor
nm0757369,tt1067692,5,actor
nm0880893,tt0292219,4,actor
nm0326858,tt0406669,9,actress
nm0544957,tt4724278,4,actress
nm0200057,tt0298337,5,actor
nm1259254,tt0989642,5,actor
nm0094801,tt0949344,1,actor
nm3359800,tt1737235,10,actress
nm0594488,tt0142242,9,actor
nm4347315,tt2828996,9,actor
nm1530895,tt35365221,2,actress
nm0309504,tt1240428,7,actor
nm0722665,tt0315890,6,actor
nm2437165,tt1933541,8,actress
nm0695199,tt0213611,5,actor
nm1666082,tt4513820,5,actress
nm0109207,tt0378393,1,actress
nm2677839,tt4573516,10,actor
nm1305645,tt2992528,10,actor
nm3821434,tt1609488,10,actor
nm6311186,tt6075488,5,actor
nm0190368,tt0047395,2,actor
nm0816296,tt0076443,2,actor
nm7845610,tt6091246,5,actress
nm12222496,tt0404752,10,actor
nm0060168,tt0019909,2,actor
nm1134580,tt15043150,6,actor
nm4225301,tt2095813,6,actress
nm0448547,tt0104464,9,actor
nm0457223,tt0059758,7,actor
nm1379134,tt4202506,3,actress
nm5466594,tt6005680,1,actor
nm1450563,tt13588316,1,actor
nm7830340,tt5310652,2,actor
nm0592806,tt0071179,21,actor
nm5284546,tt0014486,6,actor
nm0435074,tt10793984,5,actor
nm8966506,tt2627462,1,actor
nm0725091,tt6609838,1,actor
nm16354599,tt37874303,8,actor
nm0000810,tt0044367,1,actor
nm3417385,tt6095472,5,actress
nm0645676,tt0227601,2,actor
nm0581014,tt0367098,5,actor
nm0417314,tt24062532,2,actor
nm0039026,tt0168195,10,actor
nm0540665,tt0230790,8,actor
nm11591331,tt31215460,7,actress
nm0680139,tt0036775,10,actor
nm6594723,tt0099955,10,actress
nm0015167,tt0343063,1,actress
nm0001485,tt0028388,2,actress
nm0520635,tt1727787,10,actor
nm0351717,tt0094354,4,actress
nm6919173,tt4205844,3,actor
nm1731946,tt0929261,11,actor
nm0614026,tt2530392,5,actress
nm10615258,tt14088788,2,actor
nm12554271,tt14622596,1,actor
nm0856194,tt0479390,8,actor
nm0347646,tt1603816,1,actor
nm1698868,tt4482814,4,actor
nm0490058,tt1389485,1,actress
nm6279987,tt3455082,3,actor
nm0804835,tt0031563,9,actor
nm4563072,tt1998337,4,actress
nm6581481,tt10520890,4,actress
nm9463017,tt16243496,3,actor
nm2810593,tt4796122,6,actor
nm1032416,tt8046760,2,actor
nm7024745,tt13814816,6,actor
nm13182547,tt16306510,6,actor
nm13519385,tt0240051,3,actor
nm0451166,tt0380305,4,actor
nm2280336,tt13789156,1,actor
nm13443488,tt18351628,7,actor
nm8781004,tt6528842,4,actor
nm3345908,tt1377801,4,actor
nm14443777,tt32065993,3,actress
nm0631983,tt0055447,9,actress
nm7296405,tt4635372,10,actor
nm1533300,tt3828796,4,actor
nm0592858,tt0237386,7,actor
nm0348029,tt0290826,3,actor
nm0879556,tt0407702,2,actress
nm3916190,tt2211716,4,actor
nm1302310,tt0927117,5,actress
nm0185210,tt0311866,8,actor
nm0707398,tt0359962,8,actor
nm0185568,tt0028584,4,actor
nm0161308,tt38035813,1,actor
nm5620807,tt9064968,2,actress
nm1276096,tt1196766,6,actor
nm13301244,tt16161866,8,actress
nm0529876,tt0277211,3,actor
nm0922724,tt0480251,1,actress
nm0194710,tt12638598,7,actor
nm2975508,tt1510746,2,actress
nm0890284,tt0301495,8,actor
nm12560600,tt27705545,7,actor
nm10095189,tt10229602,6,actress
nm1083114,tt0299117,8,actor
nm1784330,tt12747444,2,actor
nm0084266,tt0240135,6,actor
nm1339181,tt5827360,12,actress
nm18578471,tt43389084,1,actress
nm10970969,tt32832485,3,actor
nm0550701,tt0028739,4,actor
nm0257993,tt0058700,9,actor
nm7643764,tt5201164,5,actor
nm0434263,tt36466927,2,actor
nm0949098,tt6788246,6,actress
nm0740264,tt0858419,4,actor
nm0207321,tt0036187,10,actor
nm0617175,tt0174675,1,actress
nm0736770,tt36687029,4,actor
nm14412640,tt43588632,2,actor
nm0258619,tt0392393,4,actress
nm4496117,tt1954573,3,actress
nm13885612,tt32043871,6,actor
nm4777443,tt2114501,7,actress
nm0107271,tt4896700,2,actor
nm0011409,tt0126453,2,actress
nm7485712,tt0104855,10,actress
nm4786965,tt9575726,3,actress
nm0383703,tt7821424,7,actor
nm0880893,tt0332562,9,actor
nm0873454,tt0082835,3,actor
nm0827469,tt0014346,5,actress
nm13303530,tt28249546,4,actress
nm10567370,tt21368190,6,actor
nm2857889,tt11349332,4,actor
nm0614515,tt0027544,7,actor
nm0503148,tt0256120,8,actor
nm0391561,tt0039117,8,actress
nm0711707,tt0250405,6,actor
nm0112364,tt0113096,5,actress
nm0645332,tt2330971,7,actor
nm6313534,tt7549874,9,actress
nm2876818,tt10982106,2,actor
nm1320049,tt0027288,10,actress
nm16630468,tt34052184,3,actor
nm0041662,tt0104846,1,actress
nm0270407,tt0340056,7,actor
nm0694905,tt0107677,6,actor
nm1621899,tt0806222,2,actress
nm14283878,tt1950327,6,actress
nm16083228,tt32159566,3,actor
nm0919402,tt21996776,6,actress
nm0822548,tt0032332,2,actress
nm14483848,tt0214183,1,actress
nm1081081,tt0202010,7,actor
nm9397304,tt7600718,1,actress
nm0043398,tt1190900,1,actress
nm7587641,tt6057200,3,actress
nm1266966,tt0194541,12,actor
nm0494527,tt0082800,6,actor
nm0516555,tt31066012,3,actor
nm5684893,tt2886632,4,actor
nm0578937,tt0075125,10,actress
nm0073053,tt0080095,9,actor
nm2982817,tt3025780,8,actor
nm0873521,tt0209072,4,actress
nm3763884,tt7382590,2,actor
nm0954651,tt0023658,8,actress
nm0662981,tt0082499,3,actor
nm0593282,tt0011099,6,actor
nm3394499,tt2365004,10,actress
nm0000622,tt0120890,5,actress
nm14878502,tt32277562,12,actor
nm8979475,tt28329243,1,actor
nm4080780,tt1726758,7,actor
nm10355492,tt7270506,7,actress
nm8951543,tt1173922,3,actress
nm14114242,tt33384633,1,actor
nm0642042,tt0019988,3,actress
nm0456480,tt0036133,10,actor
nm0788861,tt0400577,6,actress
nm1229941,tt4835658,10,actress
nm0615706,tt0095266,8,actor
nm0188050,tt0044653,5,actress
nm0477490,tt0140487,1,actor
nm1364791,tt4791184,5,actor
nm2798958,tt8943572,4,actress
nm4990974,tt2343715,9,actor
nm0244868,tt2761622,12,actor
nm0911005,tt0091235,5,actress
nm2146024,tt0059750,9,actress
nm13767797,tt4791796,8,actress
nm0432987,tt0133224,6,actress
nm0880919,tt0346891,10,actor
nm3438796,tt3661988,7,actor
nm0897211,tt0155001,6,actress
nm0844435,tt5687040,7,actor
nm1871001,tt22475596,7,actress
nm1715194,tt0484360,5,actress
nm0084435,tt0213145,3,actor
nm0907076,tt1041761,7,actor
nm6413938,tt3654896,7,actor
nm13759812,tt26315728,2,actress
nm15174274,tt28710161,5,actor
nm0511722,tt32844059,4,actress
nm7740075,tt5209826,9,actress
nm0156891,tt3141904,2,actor
nm0769330,tt0188070,10,actor
nm2365059,tt11738794,4,actor
nm0264857,tt0108365,7,actress
nm1150583,tt0125264,7,actress
nm0552774,tt0146315,5,actress
nm2180453,tt0788206,6,actor
nm8598144,tt6001632,8,actress
nm1784816,tt0478213,1,actor
nm0771641,tt0249578,4,actress
nm1111380,tt0305484,3,actor
nm0817818,tt11295854,6,actor
nm0340088,tt0159690,2,actor
nm0002546,tt6988366,2,actress
nm10792110,tt19284176,4,actor
nm0384944,tt0013383,7,actor
nm14750252,tt27500695,6,actress
nm0169067,tt0035894,9,actor
nm0348558,tt0086908,1,actress
nm0314705,tt0145890,1,actor
nm0508489,tt1346328,9,actor
nm3492864,tt14245218,1,actor
nm12279726,tt20764382,3,actress
nm3628673,tt6177952,7,actor
nm0000104,tt0314197,1,actor
nm0559832,tt0132270,6,actor
nm0046230,tt0037213,9,actor
nm1665561,tt10402482,3,actress
nm0605224,tt2910888,1,actress
nm0687173,tt0179747,1,actor
nm8354276,tt5945888,10,actor
nm0523821,tt10789904,7,actor
nm0495136,tt0042495,1,actress
nm10366278,tt18939056,1,actress
nm1528474,tt3219084,2,actor
nm0865302,tt22167790,3,actor
nm0201464,tt0064779,10,actress
nm15260117,tt18884172,10,actress
nm8073176,tt5628296,2,actor
nm14785182,tt13715830,5,actress
nm0580049,tt0056593,10,actor
nm1455729,tt1674050,3,actress
nm0683603,tt8399104,7,actor
nm0631307,tt0050193,4,actor
nm3763319,tt27302416,9,actress
nm3247485,tt24973282,6,actor
nm2485439,tt0388526,9,actor
nm0668927,tt0029761,10,actor
nm1962006,tt8421518,5,actor
nm0437688,tt0139416,6,actor
nm0357262,tt19869122,4,actor
nm2217280,tt0130488,7,actor
nm1375569,tt4824308,10,actress
nm7201244,tt37178521,7,actress
nm0159886,tt0124813,3,actor
nm4310668,tt9450542,4,actress
nm2112460,tt2112937,2,actress
nm6146569,tt5036132,2,actress
nm5775963,tt3026824,5,actor
nm0555529,tt0027139,10,actor
nm2456242,tt2918608,2,actor
nm0001698,tt3254930,3,actor
nm0689443,tt0011624,1,actor
nm0785081,tt0408923,4,actor
nm8611897,tt6257440,7,actress
nm0874684,tt0105870,4,actor
nm0146097,tt0480082,10,actor
nm0398934,tt0456741,2,actress
nm0073704,tt0045792,7,actress
nm2812026,tt14061008,3,actress
nm7372570,tt11046988,3,actor
nm0667904,tt30468236,4,actor
nm11639431,tt2529906,8,actor
nm0119025,tt0180098,8,actress
nm1072795,tt0418974,3,actress
nm1122912,tt10816510,3,actor
nm0443502,tt0099100,1,actor
nm0408548,tt14814572,1,actress
nm0229313,tt0171220,5,actress
nm0560602,tt0070359,16,actress
nm1699022,tt1166085,5,actor
nm4990625,tt1229340,8,actor
nm4020482,tt33056959,10,actress
nm0386358,tt0250690,9,actor
nm0645402,tt0058269,4,actor
nm15107103,tt1202528,10,actor
nm1723116,tt3894906,6,actress
nm3844407,tt13622666,3,actress
nm0652592,tt1379200,10,actor
nm1343254,tt2290739,4,actress
nm4800413,tt11750260,10,actor
nm9353184,tt7526288,7,actress
nm0644557,tt7555078,3,actress
nm12431032,tt21292708,4,actor
nm0240445,tt0481543,7,actor
nm12332412,tt41453994,7,actor
nm12312254,tt11362206,6,actress
nm2678799,tt33054457,6,actress
nm4647567,tt1020946,4,actress
nm2055880,tt3031770,7,actor
nm4487395,tt7326168,10,actor
nm0774702,tt0490509,4,actor
nm0847028,tt21997100,1,actor
nm0538485,tt0092721,2,actor
nm0236647,tt0064403,9,actor
nm0386805,tt1543217,5,actress
nm0935840,tt0152608,9,actor
nm5534368,tt2722744,3,actor
nm0816482,tt0031960,5,actor
nm0156927,tt0211752,8,actor
nm12854411,tt15247374,1,actor
nm0625789,tt1291566,9,actor
nm6812437,tt12794086,2,actor
nm12185457,tt35886389,7,actor
nm0751210,tt0090315,4,actor
nm9974981,tt2162559,1,actor
nm0618865,tt0051620,1,actor
nm0005569,tt10245072,4,actress
nm0890982,tt2538654,4,actor
nm13396622,tt29033349,5,actress
nm0783179,tt0244500,8,actor
nm0530726,tt0339300,10,actor
nm1339535,tt0225009,5,actor
nm0453820,tt0007599,8,actress
nm0647206,tt0034722,7,actor
nm0002901,tt1034419,1,actor
nm0948000,tt0384116,2,actor
nm1859513,tt1850352,6,actor
nm0684500,tt3009776,5,actor
nm0556729,tt0021478,4,actor
nm2595482,tt10975610,2,actress
nm10139450,tt9033532,7,actor
nm0897715,tt0166226,3,actor
nm0484838,tt0019073,6,actress
nm5203224,tt33401406,5,actor
nm9245576,tt6993008,10,actress
nm2007628,tt2883448,4,actress
nm10027482,tt8319294,7,actress
nm0815114,tt12131680,4,actress
nm7588069,tt0108546,8,actress
nm10772403,tt17983188,1,actor
nm1283689,tt1175072,5,actress
nm1477474,tt11707560,3,actress
nm4537781,tt23650264,2,actress
nm7250104,tt21411220,5,actress
nm2483479,tt1837683,5,actor
nm0456124,tt0096911,5,actor
nm0897376,tt0149836,2,actor
nm0004570,tt0057884,2,actor
nm1807493,tt2528600,5,actor
nm0442951,tt1441451,5,actor
nm3234289,tt1337465,1,actor
nm0299437,tt43608615,1,actor
nm11891017,tt12650134,5,actor
nm0480492,tt0262378,1,actor
nm2955177,tt0254058,3,actress
nm1243594,tt0282827,10,actor
nm0001172,tt0160596,1,actor
nm0001428,tt0066132,3,actor
nm1655164,tt2354251,5,actor
nm0531279,tt0064027,2,actor
nm16869449,tt35200641,7,actress
nm1846022,tt4892508,5,actor
nm1216376,tt0413500,5,actress
nm0864603,tt0232614,2,actor
nm0993230,tt0373727,10,actress
nm0004433,tt0053728,1,actor
nm0042820,tt2618452,5,actress
nm0001367,tt0098194,4,actor
nm0109275,tt0272536,6,actor
nm1164076,tt1427302,1,actress
nm1271587,tt0092577,6,actor
nm0381882,tt0052137,4,actress
nm9183511,tt7592928,8,actor
nm8989603,tt8483908,10,actor
nm11772762,tt12794100,2,actor
nm3228519,tt32394760,6,actress
nm16616804,tt35680929,5,actor
nm3600667,tt1504671,10,actor
nm0921944,tt0140200,10,actor
nm8380660,tt36758770,2,actor
nm1274914,tt1045206,9,actress
nm6429386,tt11120636,6,actor
nm14670949,tt6448618,6,actress
nm15079296,tt11194810,9,actress
nm0285146,tt0034428,7,actor
nm7877665,tt29926244,8,actor
nm1728989,tt0424922,1,actress
nm12261109,tt13910400,1,actor
nm0053700,tt0066065,9,actor
nm0252621,tt6520734,6,actor
nm13300181,tt4772158,4,actor
nm0831295,tt0031354,5,actor
nm0894476,tt0371751,4,actress
nm0227118,tt0248006,5,actress
nm0587299,tt0180642,9,actress
nm15507336,tt30109045,2,actress
nm6801763,tt4070400,1,actor
nm11684017,tt36189518,2,actor
nm17766241,tt38629729,10,actress
nm1399111,tt7550832,2,actress
nm2432306,tt26345213,10,actor
nm0448752,tt0041296,8,actor
nm0576495,tt0357963,1,actor
nm0319643,tt0082308,5,actor
nm0904082,tt0156803,2,actor
nm0106953,tt0139707,7,actor
nm6120787,tt14786908,6,actress
nm11019241,tt0355578,5,actor
nm0045740,tt0022836,9,actor
nm0948615,tt0319432,1,actress
nm4149155,tt2179217,5,actor
nm0661918,tt0183452,2,actor
nm0001706,tt0090270,3,actor
nm3492649,tt2797926,5,actress
nm0440202,tt8855172,3,actor
nm5107432,tt2030382,7,actress
nm0668141,tt0243775,8,actor
nm9988765,tt4067578,6,actress
nm1118524,tt0307185,3,actor
nm13975908,tt21876738,9,actor
nm0131471,tt0143375,1,actress
nm0707077,tt0069923,9,actor
nm0432438,tt1414558,1,actor
nm15770946,tt31078015,10,actor
nm7306668,tt3685554,8,actress
nm2192297,tt7093470,1,actress
nm8007196,tt4195148,4,actress
nm2855622,tt32189229,2,actress
nm1465784,tt2011263,3,actress
nm0021723,tt0349937,1,actor
nm2057036,tt10719958,1,actor
nm0477066,tt0224345,4,actress
nm0513544,tt0450873,2,actor
nm0179479,tt6182908,2,actor
nm0273477,tt0090200,7,actor
nm0360796,tt0101879,2,actor
nm0476745,tt0043776,3,actor
nm0954780,tt5096456,1,actor
nm0059071,tt0068492,6,actor
nm0218537,tt0255957,6,actor
nm1044840,tt0900987,2,actress
nm0497076,tt0015438,5,actress
nm0461163,tt0885415,22,actress
nm0502361,tt0060977,8,actor
nm4678706,tt5801536,8,actor
nm1421465,tt1695800,2,actress
nm3412848,tt18764802,9,actor
nm11154519,tt0371277,3,actress
nm5483807,tt27715044,2,actress
nm0103977,tt0475735,7,actor
nm0532191,tt0108200,10,actress
nm0159878,tt0155680,3,actor
nm0096542,tt0303408,2,actor
nm0317598,tt0113150,2,actor
nm0227089,tt0142701,5,actor
nm16030757,tt32097565,4,actor
nm14684829,tt7614030,8,actor
nm0339304,tt2147567,1,actor
nm1120353,tt0143972,10,actor
nm0638444,tt0110234,1,actress
nm2614035,tt1427209,8,actor
nm0008354,tt0359509,4,actor
nm0909040,tt0039995,4,actor
nm3697616,tt1076847,10,actor
nm0788288,tt0041293,6,actor
nm12314136,tt27041151,3,actor
nm5574377,tt2316673,2,actor
nm0282767,tt0360737,3,actress
nm0181559,tt0025053,6,actress
nm4515399,tt1260565,10,actress
nm0868647,tt0099227,9,actor
nm2174837,tt1935104,6,actor
nm0039906,tt13299798,3,actress
nm0003267,tt0044581,3,actor
nm9907973,tt8557698,6,actor
nm1362004,tt0273517,10,actress
nm0861776,tt0065032,5,actor
nm0999317,tt9488282,1,actress
nm0572142,tt0039236,5,actor
nm3287529,tt0825273,5,actress
nm2132667,tt13914116,1,actor
nm3641187,tt1525571,1,actress
nm0906476,tt7466442,10,actor
nm0748857,tt0100858,6,actress
nm1404408,tt2231138,2,actress
nm1019296,tt3846452,3,actor
nm0103791,tt0399454,3,actress
nm0114484,tt2261737,3,actor
nm3375182,tt1387366,2,actress
nm1291742,tt33309194,6,actor
nm5236515,tt5174728,5,actor
nm6398828,tt1831688,5,actor
nm1220469,tt0316049,2,actor
nm2574924,tt5898218,10,actress
nm0992876,tt5676934,1,actress
nm4408526,tt3057798,4,actor
nm0799197,tt0034153,1,actress
nm0945836,tt6664686,8,actor
nm8237564,tt31226272,1,actor
nm1165302,tt20239546,8,actor
nm9067513,tt6256234,5,actor
nm0811913,tt0425898,7,actor
nm0351636,tt8380312,3,actress
nm11126973,tt11272796,7,actor
nm8072378,tt14037884,7,actress
nm5135223,tt0182767,7,actor
nm0854045,tt0069173,8,actress
nm0671496,tt0033760,9,actor
nm11444402,tt12660442,4,actor
nm0008465,tt0187420,6,actress
nm0404732,tt0067499,2,actress
nm8152293,tt5424984,2,actor
nm0185804,tt2188831,4,actor
nm1117631,tt9904004,5,actor
nm0538791,tt0053289,6,actress
nm4694484,tt33043226,4,actor
nm4551792,tt8870874,9,actress
nm4780311,tt17737586,3,actor
nm0161193,tt0091227,2,actress
nm7610429,tt5050842,6,actress
nm4306950,tt8685842,2,actor
nm9367229,tt11146014,6,actor
nm0875648,tt0338844,9,actor
nm0115230,tt0013108,7,actor
nm0393848,tt0210333,1,actor
nm0750877,tt1221970,3,actress
nm5691365,tt2528962,3,actor
nm0601377,tt0082137,1,actor
nm2012718,tt0111509,9,actor
nm1795258,tt1884360,1,actor
nm16284805,tt32678603,1,actor
nm0948796,tt0014968,5,actress
nm0441154,tt20255010,1,actor
nm0959685,tt3359356,2,actress
nm6366993,tt3604592,3,actor
nm0517978,tt1864557,1,actor
nm0539696,tt11734264,7,actress
nm0537959,tt0342587,1,actor
nm8428533,tt15392942,6,actor
nm3410625,tt28366817,9,actor
nm0616307,tt0262382,1,actress
nm0375787,tt0203631,6,actress
nm17851988,tt37517737,10,actress
nm0193554,tt0119080,9,actor
nm0441258,tt0049822,9,actress
nm0097584,tt5206892,10,actor
nm0057358,tt0178353,6,actor
nm0947313,tt0088269,2,actress
nm2225475,tt0073910,7,actor
nm12293697,tt13985186,8,actor
nm1705083,tt26678938,3,actress
nm0308468,tt0033925,10,actor
nm0354563,tt5622754,1,actor
nm8084089,tt21331502,5,actor
nm0429363,tt39092602,2,actor
nm0510988,tt0209217,6,actor
nm2554052,tt1876451,1,actress
nm0765825,tt9237290,6,actor
nm0136983,tt0169956,2,actress
nm2353979,tt1589629,7,actor
nm0229720,tt0131904,8,actor
nm0004109,tt0186857,6,actor
nm2755271,tt1090247,6,actress
nm1284845,tt0415177,1,actor
nm0953400,tt0093711,9,actor
nm3911687,tt4070466,4,actor
nm16750710,tt38795521,8,actress
nm6069062,tt26736451,3,actress
nm0482362,tt0151494,5,actor
nm1324216,tt0386127,8,actor
nm0991807,tt3892380,6,actor
nm0621597,tt0165607,6,actor
nm0103977,tt1579866,5,actor
nm9350575,tt7531040,5,actor
nm0053257,tt0999864,4,actor
nm12252322,tt3213370,8,actor
nm2162560,tt33269964,4,actor
nm0147561,tt0068205,4,actor
nm0372271,tt0043974,8,actor
nm5675254,tt1394356,5,actor
nm1325419,tt1175709,9,actress
nm1439154,tt0379048,4,actress
nm1796247,tt31160186,6,actor
nm0333104,tt0371426,10,actor
nm14821830,tt26342791,10,actress
nm0707652,tt0107031,7,actor
